position,person,personID,start,end
President,Milan Kučan,Q194443,1991-10-08,2002-12-22
President,Janez Drnovšek,Q171228,2002-12-22,2007-12-23
President,Danilo Türk,Q57329,2007-12-23,2012-12-22
President,Borut Pahor,Q206471,2012-12-23,
Prime Minister,Janez Drnovšek,Q171228,1992-05-14,2000-06-07
Prime Minister,Andrej Bajuk,Q434177,2000-06-07,2000-11-30
Prime Minister,Janez Drnovšek,Q171228,2000-11-30,2002-12-19
Prime Minister,Anton Rop,Q464922,2002-12-19,2004-12-03
Prime Minister,Janez Janša,Q57627,2004-12-03,2008-11-21
Prime Minister,Borut Pahor,Q206471,2008-11-21,2012-02-10
Prime Minister,Janez Janša,Q57627,2012-02-10,2013-03-20
Prime Minister,Alenka Bratušek,Q3739767,2013-03-20,2014-05-05
Prime Minister,Miro Cerar,Q17117413,2014-09-18,2018-03-14
Prime Minister,Marjan Šarec,Q12795878,2018-08-17,2020-03-03
Prime Minister,Janez Janša,Q57627,2020-03-13,2022-05-25
Prime Minister,Robert Golob,Q18645045,2022-05-25,
Deputy Prime Minister,Matej Tonin,Q12796084,2020-03-13,2022-06-01
Deputy Prime Minister,Zdravko Počivalšek,Q24690846,2020-03-13,2022-06-01
Deputy Prime Minister,Aleksandra Pivec,Q56612692,2020-03-13,2020-10-05
Deputy Prime Minister,Danijel Bešič Loredan,Q111341121,2022-06-01,
Deputy Prime Minister,Luka Mesec,Q18627634,2022-06-01,
Deputy Prime Minister,Tanja Fajon,Q462744,2022-06-01,
"Minister of Agriculture, Forestry and Food",Dejan Židan,Q12787433,2010-05-05,2018
"Minister of Agriculture, Forestry and Food",Aleksandra Pivec,Q56612692,2018-09-13,2020-10-15
"Minister of Agriculture, Forestry and Food",Jože Podgoršek,Q100494157,2020-10-15,2022-06-01
"Minister of Agriculture, Forestry and Food",Irena Šinko,Q112197081,2022-06-01,
Minister of Agriculture and the Environment,Franc Bogovič,Q12016827,2012-02-10,2013-02-25
Minister of Culture,Majda Širca,Q434431,2008-11-21,2011-07-11
Minister of Culture,Julijana Bizjak Mlakar,Q12793070,2014-09-18,2016-04-25
Minister of Culture,Tone Peršak,Q7820847,2016-05-20,2018-09-13
Minister of Culture,Dejan Prešiček,Q5252688,2018-09-13,2019-01-28
Minister of Culture,Zoran Poznič,Q62003902,2019-03-08,2020-03-13
Minister of Culture,Vasko Simoniti,Q7916849,2020-03-13,2022-06-01
Minister of Culture,Asta Vrečko,Q65899442,2022-06-01,
Minister of Defence,Franci Demšar,Q16193547,1999-02-04,2000-06-07
Minister of Defence,Janez Janša,Q57627,2000-06-07,2000-11-30
Minister of Defence,Anton Grizold,Q12784802,2000-11-30,2004-12-03
Minister of Defence,Karl Erjavec,Q58079,2004-12-03,2008-11-21
Minister of Defence,Ljubica Jelušič,Q434426,2008-11-21,2011-09-20
Minister of Defence,Aleš Hojs,Q10773771,2012-02-10,2013-03-20
Minister of Defence,Roman Jakič,Q13604224,2013-03-20,2014-09-18
Minister of Defence,Janko Veber,Q5787257,2014-09-18,2015-04-09
Minister of Defence,Andreja Katič,Q23418897,2015-05-13,2018-09-13
Minister of Defence,Karl Erjavec,Q58079,2018-09-13,2020-03-13
Minister of Defence,Matej Tonin,Q12796084,2020-03-13,2022-06-01
Minister of Defence,Marjan Šarec,Q12795878,2022-06-01,
Minister for the Diaspora,Ljudmila Novak,Q431743,2012-02-10,2013-03-20
Minister for the Diaspora,Peter Jožef Česnik,Q76190642,2018-09-13,2020-03-13
Minister for the Diaspora,Helena Jaklitsch,Q95165279,2020-03-13,2022-06-01
Minister for the Diaspora,Matej Arčon,Q12796056,2022-06-01,
Minister of Economic Development and Technology,Radovan Žerjav,Q2698706,2012,2013
Minister of Economic Development and Technology,Jožef Petrovič,Q18604386,2014-09-18,2014-12-04
Minister of Economic Development and Technology,Zdravko Počivalšek,Q24690846,2020-03-13,2022-06-01
Minister of Economic Development and Technology,Matjaž Han,Q18644615,2022-06-01,
"Minister of Education, Science and Sport",Žiga Turk,Q135216,2012-02-10,2013-02-27
"Minister of Education, Science and Sport",Jernej Pikalo,Q14540814,2013-03-20,2014-09-18
"Minister of Education, Science and Sport",Stanka Setnikar Cankar,Q18643078,2014-09-18,2015-03-28
"Minister of Education, Science and Sport",Klavdija Markež,Q43389487,2015-03-28,2015-04-03
"Minister of Education, Science and Sport",Maja Zalaznik,Q21406232,2015-05-13,2018-09-13
"Minister of Education, Science and Sport",Jernej Pikalo,Q14540814,2018-09-13,2020-03-13
"Minister of Education, Science and Sport",Simona Kustec,Q18643062,2020-03-13,2022-06-01
"Minister of Education, Science and Sport",Igor Papič,Q29963962,2022-06-01,
Minister of the Environment and Spatial Planning,Janez Podobnik,Q3487795,2004-12-03,2008-11-21
Minister of the Environment and Spatial Planning,Karl Erjavec,Q58079,2008,2010
Minister of the Environment and Spatial Planning,Roko Žarnić,Q2162605,2010-02-12,2012-02-10
Minister of the Environment and Spatial Planning,Irena Majcen,Q34231243,2014-09-18,2018-09-13
Minister of the Environment and Spatial Planning,Jure Leben,Q64854453,2018-09-13,2019-02-27
Minister of the Environment and Spatial Planning,Simon Zajc,Q43389546,2019-03-27,2020-03-13
Minister of the Environment and Spatial Planning,Andrej Vizjak,Q10820628,2020-03-13,2022-06-01
Minister of the Environment and Spatial Planning,Uroš Brežan,Q112075086,2022-06-01,
Minister of Finance,Dušan Mramor,Q16732934,2002-12-19,2004-12-03
Minister of Finance,Andrej Bajuk,Q434177,2004,2008
Minister of Finance,"Franc Križanič, Jr.",Q3080506,2008-11-21,2011-09-20
Minister of Finance,Dušan Mramor,Q16732934,2014-09-18,2016-09-21
Minister of Finance,Alenka Smerkolj,Q18571621,2016-07-13,2016-09-21
Minister of Finance,Mateja Vraničar Erman,Q12796086,2016-09-21,2018-09-13
Minister of Finance,Andrej Bertoncelj,Q60763794,2018-09-13,2020-01-27
Minister of Finance,Andrej Šircelj,Q18507427,2020-03-13,2022-06-01
Minister of Finance,Klemen Boštjančič,Q112197754,2022-06-01,
Minister of Foreign Affairs,Dimitrij Rupel,Q560656,2000-02-02,2000-06-07
Minister of Foreign Affairs,Lojze Peterle,Q282653,2000-06-07,2000-11-30
Minister of Foreign Affairs,Dimitrij Rupel,Q560656,2000-11-30,2004-07-06
Minister of Foreign Affairs,Ivo Vajgl,Q685146,2004-07-06,2004-12-03
Minister of Foreign Affairs,Dimitrij Rupel,Q560656,2004-12-03,2008-11-21
Minister of Foreign Affairs,Samuel Žbogar,Q1378416,2008-11-21,2011-09-20
Minister of Foreign Affairs,Karl Erjavec,Q58079,2012-02-10,2018-09-13
Minister of Foreign Affairs,Miro Cerar,Q17117413,2018-09-13,2020-03-13
Minister of Foreign Affairs,Anže Logar,Q32083031,2020-03-13,2022-06-01
Minister of Foreign Affairs,Tanja Fajon,Q462744,2022-06-01,
Minister of Health,Dorijan Marušič,Q15912352,2010-04-07,2012-02-10
Minister of Health,Tomaž Gantar,Q4480472,2012-02-11,2013-02-22
Minister of Health,Tomaž Gantar,Q4480472,2013-03-20,2013-11-25
Minister of Health,Milojka Kolar Celarc,Q12796707,2014-09-18,2018-09-13
Minister of Health,Samo Fakin,Q65645698,2018-09-13,2019-03-08
Minister of Health,Aleš Šabeder,Q87642965,2019-03-08,2020-03-13
Minister of Health,Tomaž Gantar,Q4480472,2020-03-13,2020-12-18
Minister of Health,Janez Poklukar,Q66085314,2021-02-23,2022-06-01
Minister of Health,Danijel Bešič Loredan,Q111341121,2022-06-01,
"Minister of Higher Education, Science, and Technology",Igor Lukšič,Q640635,2008-11-21,2012-02-10
Minister of Infrastructure,Peter Gašperšič,Q18642753,2014-09-18,2018-09-13
Minister of Infrastructure,Alenka Bratušek,Q3739767,2018-09-13,2020-03-13
Minister of Infrastructure,Jernej Vrtovec,Q43389553,2020-03-13,2022-06-01
Minister of Infrastructure,Bojan Kumer,Q112135099,2022-06-01,
Minister of Infrastructure and Spatial Planning,Zvone Černač,Q10861634,2012-02-10,2013-02-27
Minister of the Interior,Katarina Kresal,Q240347,2008-11-21,2011-09-02
Minister of the Interior,Vinko Gorenak,Q11903061,2012-02-10,2013-02-27
Minister of the Interior,Gregor Virant,Q1545201,2013-03-20,2014-09-18
Minister of the Interior,Vesna Györkös Žnidar,Q18121366,2014-09-18,2018-09-13
Minister of the Interior,Aleš Hojs,Q10773771,2020-03-13,2022-06-01
Minister of the Interior,Tatjana Bobnar,Q104524244,2022-06-01,
Minister of Justice,Aleš Zalar,Q2623815,2008-11-21,2011-09-20
Minister of Justice,Goran Klemenčič,Q3091258,2014-09-18,2018-09-13
Minister of Justice,Andreja Katič,Q23418897,2018-09-13,2020-03-13
Minister of Justice,Lilijana Kozlovič,Q43389526,2020-03-13,2021-05-27
Minister of Justice,Marjan Dikaučič,Q107103371,2021-06-15,2022-06-01
Minister of Justice,Dominika Švarc Pipan,Q66087643,2022-06-01,
"Minister of Labour, Family, Social Affairs and Equal Opportunities",Anja Kopač Mrak,Q13608253,2013-03-20,2018-09-13
"Minister of Labour, Family, Social Affairs and Equal Opportunities",Ksenija Klampfer,Q62655268,2018-09-13,2020-03-13
"Minister of Labour, Family, Social Affairs and Equal Opportunities",Janez Cigler Kralj,Q87735624,2020-03-13,2022-06-01
"Minister of Labour, Family, Social Affairs and Equal Opportunities",Luka Mesec,Q18627634,2022-06-01,
Minister of Public Administration,Irma Pavlinič Krebs,Q18507957,2008-11-21,2011-06-27
Minister of Public Administration,Boris Koprivnikar,Q19932900,2014-09-18,2018-09-13
Minister of Public Administration,Rudi Medved,Q76191616,2018-09-13,2020-03-13
Minister of Public Administration,Boštjan Koritnik,Q89252424,2020-03-13,2022-06-01
Minister of Public Administration,Sanja Ajanovič Hovnik,Q112196363,2022-06-01,
Minister of Transport,Radovan Žerjav,Q2698706,2007,2008
Minister of Transport,Patrick Vlačič,Q12043941,2008-11-21,2011-09-20
Minister without Portfolio for Development and EU Cohesion Policy,Žiga Turk,Q135216,2007-03-06,2008-11-21
Minister without Portfolio for Development and EU Cohesion Policy,Zvone Černač,Q10861634,2020-03-13,2022-06-01
Minister without Portfolio for Development and EU Cohesion Policy,Aleksander Jevšek,Q18488039,2022-06-01,
Minister without Portfolio for Digital Transformation,Mark Boris Andrijanič,Q107557145,2021-07-16,2022-06-01
Minister without Portfolio for Digital Transformation,Emilija Stojmenova Duh,Q97558793,2022-06-01,
"Minister without portfolio, competent for strategic projects and cohesion",Violeta Bulc,Q18206716,2014-09-18,2014-11-19
"Minister without portfolio, competent for strategic projects and cohesion",Alenka Smerkolj,Q18571621,2014-11-19,2018-09-13
"Minister without portfolio, competent for strategic projects and cohesion",Marko Bandelli,Q66686387,2018-09-13,2018-11-13
"Minister without portfolio, competent for strategic projects and cohesion",Iztok Purič,Q100733225,2018-12-19,2019-09-20
"Minister without portfolio, competent for strategic projects and cohesion",Angelika Mlinar,Q524225,2019-12-19,2020-03-13
President of the National Assembly,Janez Podobnik,Q3487795,1996-12-03,2000-10-27
President of the National Assembly,Borut Pahor,Q206471,2000-11-10,2004-07-09
President of the National Assembly,Valentin Pohorec,Q12805207,2004-07-09,2004-07-12
President of the National Assembly,Feri Horvat,Q1260275,2004-07-12,2004-10-22
President of the National Assembly,France Cukjati,Q2719753,2004-10-22,2008-10-15
President of the National Assembly,Pavel Gantar,Q3487725,2008-10-15,2011-09-02
President of the National Assembly,Vasja Klavora,Q12805300,2011-09-02,2011-09-02
President of the National Assembly,Ljubo Germič,Q3487786,2011-09-02,2011-12-21
President of the National Assembly,Gregor Virant,Q1545201,2011-12-21,2013-01-28
President of the National Assembly,Jakob Presečnik,Q18565765,2013-01-28,2013-02-27
President of the National Assembly,Janko Veber,Q5787257,2013-02-27,2014-08-01
President of the National Assembly,Milan Brglez,Q17484120,2014-08-01,2018-06-22
President of the National Assembly,Matej Tonin,Q12796084,2018-06-22,2018-08-23
President of the National Assembly,Dejan Židan,Q12787433,2018-08-23,2020-03-03
President of the National Assembly,Tina Heferle,Q54944131,2018-08-23,2018-08-23
President of the National Assembly,Branko Simonovič,Q109173451,2020-03-03,2020-03-05
President of the National Assembly,Igor Zorčič,Q43389540,2020-03-05,2022-05-13
President of the National Assembly,Urška Klakočar Zupančič,Q111513149,2022-05-13,
Governor of the Bank of Slovenia,France Arhar,Q12016829,1991,2001
Governor of the Bank of Slovenia,Mitja Gaspari,Q2280312,2001,2007
Governor of the Bank of Slovenia,Marko Kranjec,Q11350923,2007,2013
Governor of the Bank of Slovenia,Boštjan Jazbec,Q28167035,2013-07-17,2018-04-30
Governor of the Bank of Slovenia,Boštjan Vasle,Q63614880,2019-01-09,
Chief of the General Staff,Andrej Osterman,Q18200474,2014-10-13,2018-02-22
Chief of the General Staff,Alan Geder,Q12784090,2018-02-22,2018-11-28
Chief of the General Staff,Alenka Ermenc,Q12784239,2018-11-28,2020-04-19
Chief of the General Staff,Robert Glavaš,Q18645044,2020-04-19,
Mayor of Ljubljana,Danica Simšič,Q1567700,2002,2006
Mayor of Ljubljana,Zoran Janković,Q220521,2006-11-17,2011-12-21
Mayor of Ljubljana,Aleš Čerin,Q4721598,2011-12-22,2012-04-11
Mayor of Ljubljana,Zoran Janković,Q220521,2012-04-11,
ambassador to Germany,Franc But,Q12789047,2017-09-20,
ambassador to Hungary,Ida Močivnik,Q12073933,1998,2002
ambassador to Hungary,Andrej Gerenčer,Q12078244,2002,2006
ambassador to Hungary,Ladislav Lipič,Q6469686,2006,2008
ambassador to Hungary,Darja Bavdaž Kuret,Q96278741,2009,2013
ambassador to Hungary,Ksenija Škrilec,Q94583814,2013,2017
ambassador to Hungary,Robert Kokalj,Q64541705,2017,2021
ambassador to Hungary,Marjan Cencen,Q12795833,2021,
ambassador to Slovakia,Ada Filip-Slivnik,Q71383500,2000,2004
ambassador to Slovakia,Bernarda Gradišnik,Q65099953,2013,2017
ambassador to the United States,Dimitrij Rupel,Q560656,1997,2000
ambassador to the United States,Samuel Žbogar,Q1378416,2004,2008
